col1_1,haloid,galid,redshift,ra,dec,m_vir,V_vir,r_vir,mhalo,mstar,mcold,Zstar,Zcold,mstardot,sfr_ave,meanage,angular_size,ellipticity,pos_angle,sersic_index,UV1500_rest,UV2300_rest,UV2800_rest,galex_FUV,galex_NUV,acsf435w,acsf606w,acsf775w,acsf814w,acsf850lp,wfc3f275w,wfc3f336w,wfc3f105w,wfc3f125w,wfc3f160w,NIRCam_F070W,NIRCam_F090W,NIRCam_F115W,NIRCam_F150W,NIRCam_F200W,NIRCam_F277W,NIRCam_F356W,NIRCam_F444W,NIRCam_F140M,NIRCam_F162M,NIRCam_F182M,NIRCam_F210M,NIRCam_F250M,NIRCam_F335M,NIRCam_F360M,NIRCam_F410M,NIRCam_F430M,NIRCam_F460M,NIRCam_F480M,irac_ch1,irac_ch2,irac_ch3,irac_ch4,MIRI_F560W,MIRI_F770W,MIRI_F1000W,MIRI_F1130W,MIRI_F1280W,MIRI_F1500W,MIRI_F1800W,MIRI_F2100W,MIRI_F2550W,x_1,y_1,col1_2,id,location,morphology,x_2,y_2,sph,disk,irr,ps,Separation
1047838,977316285,1,1.806014,214.98192,52.912724,4.6622419,69.944299,0.040904329,4.6622419,0.014949602,0.028564648,0.07373933,0.093707812,0.027974411,0.026919575,1.3111982,0.043976,0.285217,177.498439,4.473732,-15.096382,-15.169021,-15.336488,35.04269,32.080211,29.479922,29.447858,29.319442,29.245173,29.023606,30.476416,29.759379,28.439603,27.900568,27.630276,29.411369,29.037331,28.106372,27.658027,27.453999,27.39994,27.434007,27.417069,27.648329,27.634748,27.456922,27.471945,27.401802,27.441103,27.438521,27.432287,27.423292,27.396265,27.393977,27.4366808008647,27.413839616666046,27.629482039007833,28.141767618454757,3.28341E-8,2.0791945E-8,1.421495E-8,1.1356E-8,9.8044371E-9,2.2672452E-8,2.3677919E-8,3.1518657E-8,2.1832448E-8,412,864,54,55,"[412, 864]","[0.0003118358830451487, 0.0, 0.0, 0.9996881641169548]",412,864,3.118358830451487E-4,0.0,0.0,0.9996881641169548,0.0
1069453,1002073360,1,1.776151,214.98738,52.909229,18.39233,109.95651,0.065293376,18.39233,0.44165316,0.30432146,0.50572461,0.66942145,0.92847212,0.96867285,1.7092777,0.170198,0.16897,33.795304,1.124185,-18.039052,-18.207874,-18.325138,35.187769,29.376658,26.520295,26.402144,26.276568,26.210432,26.013934,27.62116,26.800833,25.486878,24.876357,24.585308,26.365563,26.027864,25.132182,24.594704,24.287893,23.985542,23.884998,23.774995,24.657958,24.496272,24.355882,24.231188,24.042084,23.911503,23.873994,23.821303,23.781441,23.716364,23.716946,23.886867527491727,23.76100389247725,23.917642461802316,24.42496036708895,1.0004348E-6,6.3065076E-7,4.513592E-7,3.6418777E-7,3.3510418E-7,9.0450854E-7,1.8244953E-6,2.7624343E-6,1.7259021E-6,985,807,127,128,"[985, 807]","[0.0, 0.9796128060930025, 0.019802158748302472, 0.0005850351586949884]",985,807,0.0,0.9796128060930025,0.019802158748302472,5.850351586949884E-4,0.0
1078790,1024280580,1,1.749687,214.97981,52.914368,8.1135693,83.323684,0.050158527,8.1135693,0.029530271,0.19895738,0.086674639,0.17200952,0.27269275,0.31276983,0.71035856,0.173401,0.034285,45.139994,1.0,-17.429674,-17.376602,-17.39034,33.308031,29.489676,27.118144,27.150404,27.16793,27.147954,27.067577,27.920374,27.318455,26.595678,26.127452,26.191478,27.194895,27.085227,26.329079,26.075309,26.037769,26.070233,26.153414,26.1612,25.976333,26.164609,26.005676,26.097238,26.049398,26.149091,26.158911,26.163915,26.149759,26.144033,26.183707,26.155228301779253,26.16070814846777,26.403478271096517,26.921425137538158,1.0159311E-7,6.3580279E-8,4.3387401E-8,3.4937796E-8,5.5297203E-8,2.5647724E-7,2.9160075E-7,4.4095958E-7,2.4883647E-7,167,913,18,19,"[167, 914]","[0.0, 0.26773319376141835, 0.7088350070291792, 0.023431799209402457]",167,914,0.0,0.26773319376141835,0.7088350070291792,0.023431799209402457,1.0
1103198,1048801821,1,1.724977,214.98346,52.913059,46.061947,148.00756,0.090248475,46.061947,1.2709821,1.4842899,0.61938784,1.0483927,13.372674,13.172082,0.94724311,0.200439,0.025778,26.075486,1.301533,-19.494658,-19.904956,-20.058028,38.3477,28.355614,24.958921,24.679101,24.461638,24.414344,24.263055,26.472701,25.415782,23.753723,23.262361,23.021015,24.564017,24.279771,23.432853,23.038606,22.731336,22.37397,22.234525,22.09767,23.10449,22.945416,22.813985,22.660432,22.44226,22.269928,22.21552,22.148969,22.100886,22.03111,22.049367,22.237083170732255,22.081776665399154,22.221464609129683,22.699052687291474,4.7767479E-6,3.0907695E-6,2.2466209E-6,1.8597861E-6,2.8696243E-6,1.2406923E-5,1.6958597E-5,2.669707E-5,1.7188019E-5,470,968,64,65,"[470, 968]","[7.19279401467266e-05, 0.9999267616628974, 1.3103969559031953e-06, 0.0]",470,968,7.19279401467266E-5,0.9999267616628974,1.3103969559031953E-6,0.0,0.0
1103207,1048801834,1,1.724939,214.97984,52.911427,11.725664,93.802141,0.057197537,11.725664,0.023517276,0.13784005,0.079555282,0.10199083,0.24367029,0.26559816,0.84959266,0.106179,0.432267,55.407719,1.168631,-16.885097,-16.845696,-16.860232,35.129741,30.032841,27.628303,27.666612,27.665469,27.646809,27.569734,28.388803,27.813201,27.115226,26.697285,26.676896,27.69569,27.585973,26.855029,26.619349,26.516341,26.499336,26.56096,26.562007,26.579106,26.639908,26.510992,26.540065,26.484603,26.562909,26.561181,26.56351,26.545899,26.543431,26.594208,26.562811584133122,26.562134454794524,26.808816841790133,27.32019013298723,6.9943512E-8,4.4042432E-8,3.0245819E-8,2.4701561E-8,7.2136376E-8,3.5973016E-7,4.0939837E-7,6.3586366E-7,3.2321974E-7,400,648,50,51,"[400, 648]","[0.018391288652449746, 0.12144681796473855, 0.009602542597932579, 0.8505593507848791]",400,648,0.018391288652449746,0.12144681796473855,0.009602542597932579,0.8505593507848791,0.0
1103208,1048801834,15,1.724939,214.98147,52.910838,11.725664,93.802141,0.057197537,3.7582953,0.0078675831,0.060949162,0.04803398,0.051511108,0.04277812,0.042812838,1.3924152,0.087088,0.030669,28.453153,1.942849,-15.485372,-15.37244,-15.382286,34.154857,31.12735,29.047229,29.124857,29.142694,29.12072,29.0301,29.592209,29.157701,28.55201,28.143725,28.115083,29.173468,29.048109,28.293147,28.078922,27.897204,27.965103,28.04624,28.060207,28.06276,28.073674,27.856509,27.974521,27.942052,28.046225,28.047595,28.055828,28.040963,28.047279,28.102087,28.04805129309004,28.062393638274976,28.331170113833814,28.8506417509315,1.7212883E-8,1.0760231E-8,7.3572405E-9,6.0106314E-9,8.9995543E-9,2.9264549E-8,2.8756597E-8,4.3170666E-8,2.2272001E-8,536,672,73,74,"[535, 672]","[0.05121780105912728, 8.681104938929529e-06, 0.0, 0.9487735178359338]",535,672,0.05121780105912728,8.681104938929529E-6,0.0,0.9487735178359338,1.0
1104131,1048807219,1,1.722839,214.97867,52.911743,3.7713864,64.245359,0.039217737,3.7713864,0.01305694,0.052917021,0.079623995,0.093449213,0.039486179,0.046150279,2.006837,0.122751,0.548076,252.5313,1.155806,-15.467341,-15.429824,-15.481277,34.898537,31.360761,29.052714,29.073356,29.037982,29.003001,28.871108,29.762474,29.236014,28.339974,27.882705,27.819143,29.093311,28.893081,28.056258,27.775809,27.586655,27.565258,27.602011,27.584456,27.757223,27.769046,27.574047,27.6282,27.558137,27.608831,27.600072,27.587708,27.564943,27.565853,27.616113,27.604197093820773,27.583813051517176,27.840259485657995,28.360546265507338,2.7066945E-8,1.6895863E-8,1.1522865E-8,9.371931E-9,1.4069532E-8,4.5596006E-8,4.4717332E-8,6.7192127E-8,3.4366694E-8,312,621,38,39,"[311, 621]","[0.011451455692798351, 0.0, 0.0, 0.9885485443072016]",311,621,0.011451455692798351,0.0,0.0,0.9885485443072016,1.0
1138525,1121777356,184,1.606467,214.98002,52.909076,1631.2684,475.93276,0.30908408,100.79141,2.1115556,0.55097159,0.84319698,2.2513659,2.4409706,2.6395449,1.6141106,0.227892,0.25368,83.454822,1.276753,-18.374439,-18.855796,-19.134469,35.546812,28.325316,25.876539,25.552501,25.105634,24.988709,24.626434,26.869215,26.147226,23.845948,23.26245,22.868216,25.344271,24.629394,23.462209,22.919609,22.509869,22.107785,21.94114,21.789613,23.036094,22.774314,22.604262,22.432029,22.178445,21.971169,21.92565,21.824277,21.764859,21.748321,21.808709,21.94455324426228,21.778580950421944,21.980096668570617,22.471588816794863,6.0141236E-6,3.8243849E-6,2.7994627E-6,2.3403746E-6,2.3746976E-6,5.2938621E-6,9.1830049E-6,1.3787333E-5,5.5220875E-6,595,444,84,85,"[595, 444]","[0.0006259677106422058, 0.9993556662973392, 1.8365992018623295e-05, 0.0]",595,444,6.259677106422058E-4,0.9993556662973392,1.8365992018623295E-5,0.0,0.0
1138554,1121777356,261,1.606467,214.97395,52.90883,1631.2684,475.93276,0.30908408,11.625886,0.04960356,0.0090756138,0.13642769,0.64626718,0.010003586,0.011205737,1.5965964,0.084217,0.115092,55.519554,1.23965,-14.239503,-15.055903,-15.58799,35.207986,32.144552,29.905993,29.334316,28.591386,28.430123,27.967832,30.880795,30.479537,27.189679,26.691387,26.372677,28.939329,27.967659,26.854258,26.411474,26.135372,25.983087,25.945155,25.906645,26.498049,26.303554,26.185104,26.09227,25.990124,25.957862,25.931498,25.896913,25.867966,25.909182,25.998866,25.945634991040578,25.908827137154645,26.197084124783707,26.723258504081898,1.2323746E-7,7.6233807E-8,5.3131528E-8,4.3965715E-8,3.7949908E-8,4.1518158E-8,3.454912E-8,3.9960835E-8,2.043914E-8,283,133,33,34,"[283, 133]","[0.6387451069080116, 0.006014558293176833, 0.0005492710495065608, 0.3546910637493051]",283,133,0.6387451069080116,0.006014558293176833,5.492710495065608E-4,0.3546910637493051,0.0
1138582,1121777356,342,1.606467,214.97667,52.907674,1631.2684,475.93276,0.30908408,8.5322094,0.016613029,0.19574884,0.049790785,0.099554044,0.34881481,0.45339345,0.79561262,0.126601,0.059561,79.498609,1.0,-17.49396,-17.391546,-17.34872,33.12365,28.652853,26.89156,26.981699,27.04308,27.044773,26.986867,27.29112,26.964014,26.572992,26.314971,26.41731,27.038979,26.976517,26.404662,26.421533,26.379365,26.404421,26.503749,26.543736,26.435347,26.307328,26.366759,26.378457,26.35803,26.497855,26.508795,26.504084,26.50391,26.579921,26.654117,26.505880587353836,26.555108240344588,26.876053665862315,27.380425788734534,6.6038385E-8,4.1799066E-8,2.7379654E-8,2.1249294E-8,1.8803883E-7,5.3944625E-7,5.8213554E-7,9.1477151E-7,3.2434403E-7,523,158,71,72,"[523, 158]","[1.872090905847583e-05, 0.12758308611573066, 0.8647450966884411, 0.007653096286769687]",523,158,1.872090905847583E-5,0.12758308611573066,0.8647450966884411,0.007653096286769687,0.0
1152893,1126679966,1,1.560568,214.98616,52.911682,2.079646,51.176263,0.034078832,2.079646,0.0046759354,0.01377254,0.049295709,0.066732389,0.0066706461,0.0070598826,2.32128,0.071051,0.641938,138.037534,1.851712,-13.542906,-13.583462,-13.7233,35.62722,32.323263,30.773224,30.727986,30.503327,30.426623,30.136807,31.110044,30.854395,29.529977,29.193041,28.959844,30.630115,30.110278,29.289412,29.023643,28.818809,28.756154,28.770684,28.782104,29.092016,28.857194,28.847362,28.792801,28.737786,28.775959,28.767671,28.740413,28.735474,28.839798,28.89767,28.773221203328447,28.794493206046937,29.131823699739698,29.63571093723143,8.2845807E-9,5.2232075E-9,3.4840925E-9,2.7129821E-9,5.2474801E-9,8.3716997E-9,8.5475914E-9,1.1566661E-8,4.4539115E-9,725,971,102,103,"[725, 972]","[0.04941616993538647, -0.00010537397548958772, 0.0003540937763572103, 0.950335110263746]",725,972,0.04941616993538647,-1.0537397548958772E-4,3.540937763572103E-4,0.950335110263746,1.0
1153875,1126686696,1,1.561592,214.9785,52.906803,20.870206,110.40684,0.073479717,20.870206,0.093412869,0.63476996,0.1338647,0.23057552,4.0060135,3.2113337,0.77584462,0.107718,0.001253,8.606122,1.762601,-18.790843,-18.905248,-18.925546,34.93827,27.566234,25.490279,25.433506,25.390117,25.378182,25.271773,26.183385,25.629435,24.850319,24.61818,24.559674,25.41356,25.246764,24.676645,24.585624,24.447385,24.326026,24.31607,24.305554,24.618909,24.512961,24.478289,24.421428,24.32176,24.32837,24.314952,24.270318,24.264711,24.343061,24.402466,24.319967170607033,24.315631116040095,24.6189968973556,25.08427004834386,5.297722E-7,3.4734601E-7,2.2624821E-7,1.6746694E-7,1.0215922E-6,5.1316587E-6,1.0464908E-5,1.5236967E-5,5.9887141E-6,691,166,97,98,"[691, 166]","[0.9827885241870931, 0.015251237054491752, 0.0015748388317762686, 0.00038539992663893694]",691,166,0.9827885241870931,0.015251237054491752,0.0015748388317762686,3.8539992663893694E-4,0.0
1166079,1148367312,1,1.522669,214.98497,52.909809,5.0516224,68.3139,0.046455421,5.0516224,0.0129044,0.084300273,0.055576921,0.084414479,0.069173776,0.10722025,1.5694266,0.120023,0.611091,268.453463,1.454723,-15.929853,-15.88803,-15.914163,34.065488,29.86987,28.338712,28.372345,28.320198,28.273725,28.054395,28.69374,28.371097,27.538632,27.264759,27.143005,28.367475,28.01829,27.272003,27.16866,27.16913,27.152603,27.193034,27.223895,27.328956,26.98293,27.186631,27.156357,27.120724,27.193849,27.194433,27.171103,27.178021,27.296548,27.341716,27.19522279383279,27.23979894162592,27.586169692314535,28.07110669390795,3.4463898E-8,2.2072916E-8,1.4503959E-8,1.0953323E-8,7.7393854E-8,1.3454491E-7,1.6410255E-7,2.0915879E-7,7.8646829E-8,808,745,111,112,"[808, 745]","[0.002591740829283749, 0.00097711263529082, 0.0004899909260591932, 0.9959411556093662]",808,745,0.002591740829283749,9.7711263529082E-4,4.899909260591932E-4,0.9959411556093662,0.0
1169963,1169616163,1,1.515059,214.9781,52.910057,66.578171,161.13668,0.11004363,66.578171,1.1051944,1.6946781,0.51988901,0.70834496,12.407776,11.843657,1.2663033,0.241706,0.004905,11.353988,1.125203,-19.637071,-19.977274,-20.092029,34.660633,26.755537,24.495767,24.295678,24.097262,24.05261,23.849841,25.420683,24.698954,23.319501,23.016024,22.809827,24.181467,23.826523,23.102344,22.838426,22.544744,22.255494,22.130873,22.036828,22.900999,22.752488,22.619411,22.484511,22.285341,22.158743,22.125089,22.021738,21.989745,22.072198,22.097095,22.13478512696429,22.038843933404817,22.328507055084458,22.753138375809502,4.3975522E-6,2.9619482E-6,1.9896308E-6,1.4981546E-6,5.0429969E-6,1.4196589E-5,2.4988506E-5,3.2268751E-5,1.7530014E-5,413,442,51,52,"[413, 441]","[4.60621342696422e-05, 0.9997779448494469, 0.00017599301628347215, 0.0]",413,441,4.60621342696422E-5,0.9997779448494469,1.7599301628347215E-4,0.0,1.0
1169971,1169616163,21,1.515059,214.97674,52.908532,66.578171,161.13668,0.11004363,5.4810159,0.018675061,0.0065005671,0.076522479,0.23804842,0.0034623469,0.004010094,1.8785365,0.098608,0.524565,184.837033,1.0,-13.406935,-14.064355,-14.550086,35.847258,32.765993,30.623706,30.153242,29.406847,29.250041,28.794358,31.64357,31.111142,28.084912,27.698644,27.412016,29.714693,28.778955,27.827423,27.44575,27.212474,27.123936,27.107283,27.118072,27.518589,27.344721,27.251493,27.180807,27.112124,27.111167,27.105319,27.06705,27.063308,27.200163,27.231331,27.10906631993661,27.132932693901644,27.487218377420284,27.975850225347536,3.7859315E-8,2.4035381E-8,1.6038598E-8,1.2212449E-8,1.2729178E-8,1.3091808E-8,1.2319679E-8,1.2926614E-8,6.6745008E-9,459,239,63,64,"[458, 239]","[0.01211356921906896, 0.0006392461969408061, 0.008047871469464913, 0.9791993131145253]",458,239,0.01211356921906896,6.392461969408061E-4,0.008047871469464913,0.9791993131145253,1.0
1169973,1169616167,1,1.515233,214.97211,52.91021,10.948378,88.283822,0.060285022,10.948378,0.071417149,0.15146806,0.13548905,0.27296951,0.17314466,0.18362425,1.3071529,0.177203,0.092271,99.226354,1.497359,-16.978291,-17.062129,-17.195317,32.333586,28.790532,27.244199,27.185909,26.938761,26.848186,26.52329,27.683771,27.329206,25.902659,25.582464,25.437891,27.072658,26.495407,25.643574,25.4621,25.336237,25.266011,25.269329,25.271385,25.53689,25.360027,25.365965,25.312037,25.245409,25.269736,25.269653,25.228179,25.215624,25.347994,25.373798,25.271092153779243,25.28317299694639,25.626536864442862,26.110748693067556,2.1067279E-7,1.3399297E-7,8.9613203E-8,6.8721636E-8,1.7004405E-7,2.591251E-7,3.0978607E-7,3.7561306E-7,1.5115285E-7,74,171,6,7,"[74, 171]","[2.0324332789701717e-05, 0.925378289582452, 0.07258333197348411, 0.0020180541112741215]",74,171,2.0324332789701717E-5,0.925378289582452,0.07258333197348411,0.0020180541112741215,0.0
1214096,1240852743,1,1.408471,214.98042,52.913559,2.5825959,53.45523,0.038785577,2.5825959,0.0043671315,0.018878229,0.036614207,0.05841056,0.0094285768,0.010341944,1.9077838,0.088506,0.741564,75.022709,1.667037,-13.838606,-13.838431,-13.947842,34.783285,31.3337,30.265637,30.2538,30.002988,29.875278,29.499354,30.463765,30.274293,29.021428,28.807109,28.578472,30.12462,29.473465,28.878416,28.612135,28.519565,28.531278,28.540948,28.624347,28.723015,28.479547,28.541366,28.501452,28.499787,28.547704,28.545693,28.53848,28.594258,28.698648,28.770885,28.543642952911682,28.65273537543097,29.036935327951042,29.51325696535885,8.9769559E-9,5.8267846E-9,3.789268E-9,2.8448226E-9,1.3406405E-8,1.5278956E-8,2.3113937E-8,1.9817252E-8,1.1844522E-8,264,869,32,33,"[264, 869]","[0.5270036748704952, 0.0, 0.0, 0.47299632512950485]",264,869,0.5270036748704952,0.0,0.0,0.47299632512950485,0.0
1218407,1261919205,1,1.391706,214.97618,52.908527,2.6061947,53.443811,0.039156285,2.6061947,0.0032183849,0.044499327,0.024956719,0.049496464,0.023829808,0.039281389,1.3569616,0.075557,0.785465,155.223555,3.076195,-14.860417,-14.806677,-14.819775,34.501569,30.361051,29.22831,29.287042,29.225885,29.128187,28.82034,29.461349,29.228156,28.379156,28.3183,28.156345,29.262147,28.792946,28.317814,28.201579,28.30212,28.399535,28.470389,28.583846,28.379827,28.009712,28.305789,28.298336,28.342408,28.471395,28.474814,28.498088,28.56001,28.661034,28.738093,28.47221279571498,28.613432429629384,28.99454412529589,29.471061261590187,9.3183205E-9,6.0786655E-9,3.8681434E-9,2.9457214E-9,5.0915852E-8,5.8040172E-8,9.4607075E-8,7.6420652E-8,4.9407629E-8,429,212,59,60,"[429, 212]","[0.0007981182723593656, 0.0, 0.0, 0.9992018817276407]",429,212,7.981182723593656E-4,0.0,0.0,0.9992018817276407,0.0
1218408,1261919207,1,1.39103,214.97888,52.909729,37.713864,130.21824,0.095443572,37.713864,0.15271787,1.2461413,0.18504634,0.25731641,5.2235239,4.1939294,0.79576309,0.226325,0.075925,67.412113,1.0,-19.121461,-19.220539,-19.234667,32.582697,26.319951,24.907719,24.876927,24.827059,24.764368,24.54232,25.338176,24.965102,24.150384,24.02978,23.948973,24.851148,24.515005,24.068201,23.966563,23.826334,23.727007,23.677756,23.724739,24.011404,23.903511,23.868498,23.789599,23.72342,23.69795,23.674822,23.653392,23.703465,23.787691,23.849859,23.680911888489128,23.748636134418998,24.119708098549516,24.55602065060996,8.2957626E-7,5.6301109E-7,3.5418459E-7,2.5765751E-7,2.5569812E-6,1.0393455E-5,2.172639E-5,1.8059953E-5,1.3195007E-5,481,449,65,66,"[481, 449]","[4.5131721608415415e-05, 0.9993608734444857, 0.0005939948339059783, 0.0]",481,449,4.5131721608415415E-5,0.9993608734444857,5.939948339059783E-4,0.0,0.0
1218409,1261919207,7,1.39103,214.97862,52.909018,37.713864,130.21824,0.095443572,3.9197097,0.0099062229,0.012400485,0.053196835,0.15995949,0.002726333,0.0030006306,2.0428333,0.136264,0.035922,15.403796,1.83656,-13.005091,-13.536127,-13.971082,35.345604,32.379261,30.825711,30.418549,29.680951,29.49655,29.002993,31.574737,31.162063,28.426479,28.13041,27.865041,29.965494,28.976044,28.254907,27.893323,27.700375,27.663849,27.636011,27.708314,27.961078,27.803313,27.733096,27.672228,27.644934,27.648283,27.639225,27.622132,27.689608,27.778835,27.850569,27.638735376708475,27.73650884969873,28.130586743556712,28.604405332153327,2.0628451E-8,1.3427662E-8,8.7938647E-9,6.5534006E-9,6.5766751E-9,5.6561601E-9,5.3382704E-9,4.302422E-9,3.2724214E-9,523,372,72,73,"[523, 372]","[0.1802977689522432, 7.219370759715531e-05, 0.0, 0.8196300373401596]",523,372,0.1802977689522432,7.219370759715531E-5,0.0,0.8196300373401596,0.0
1218410,1261919207,12,1.39103,214.97988,52.91026,37.713864,130.21824,0.095443572,11.509597,0.084366592,0.14925946,0.15284635,0.30083305,0.12316971,0.15696018,1.8266227,0.229362,0.045666,17.381961,1.286153,-16.732794,-16.830115,-16.986374,31.871764,28.483277,27.289483,27.217445,26.856865,26.687905,26.239432,27.654033,27.35474,25.71538,25.487082,25.292195,27.023897,26.225915,25.568273,25.320978,25.187054,25.120354,25.080433,25.128682,25.409525,25.212479,25.225983,25.153889,25.107043,25.098479,25.082333,25.049657,25.108725,25.194253,25.257699,25.084122369255333,25.15451083935728,25.549116600936728,26.00889321264436,2.2237178E-7,1.4693727E-7,9.5165163E-8,7.0449381E-8,1.9027206E-7,2.0484795E-7,2.9766115E-7,2.3994895E-7,1.606593E-7,494,544,69,70,"[495, 544]","[0.00047743382837307736, 0.411202668997315, 0.5762507930385236, 0.012069104135788366]",495,544,4.7743382837307736E-4,0.411202668997315,0.5762507930385236,0.012069104135788366,1.0
1218412,1261919207,21,1.39103,214.98162,52.910365,37.713864,130.21824,0.095443572,6.8653121,0.026398795,0.059585605,0.083575867,0.15854181,0.035400767,0.040616427,1.6564533,0.172236,0.491086,237.633901,1.18377,-15.372546,-15.488156,-15.674619,33.243774,29.81922,28.645667,28.550915,28.147781,27.985153,27.539506,28.991549,28.722522,27.000935,26.761167,26.541787,28.328581,27.518049,26.852935,26.571125,26.418378,26.367154,26.331752,26.387349,26.65419,26.466415,26.454334,26.387171,26.350501,26.346903,26.335104,26.305659,26.368966,26.453113,26.520493,26.335057225781227,26.4136702351816,26.804567647697795,27.26896881798131,6.9938439E-8,4.5951283E-8,3.0043448E-8,2.2335142E-8,6.420232E-8,6.762912E-8,9.8450974E-8,7.9382296E-8,5.3070764E-8,581,637,81,82,"[580, 637]","[0.0, 0.2086715666734162, 0.7380384055461948, 0.05329002778038904]",580,637,0.0,0.2086715666734162,0.7380384055461948,0.05329002778038904,1.0
1218414,1261919210,1,1.391651,214.97963,52.905281,4.5486726,64.34558,0.047145113,4.5486726,0.009019435,0.017308889,0.05807249,0.1001144,0.0062357459,0.0075090648,2.3151144,0.120698,0.445629,112.665161,1.333911,-13.8178,-14.001502,-14.249226,34.643122,31.461666,30.190172,30.019033,29.54005,29.376877,28.926102,30.617624,30.297879,28.393943,28.163549,27.931781,29.742255,28.899465,28.256966,27.959598,27.821448,27.809315,27.802513,27.884178,28.035052,27.864481,27.84768,27.799043,27.784004,27.812894,27.805276,27.798432,27.863167,27.957096,28.028662,27.805111357263478,27.91281092764637,28.306501621397103,28.779287708899496,1.7549615E-8,1.1455182E-8,7.4205809E-9,5.5353397E-9,9.6270269E-9,9.4638109E-9,1.2301589E-8,9.9200698E-9,6.7939707E-9,873,82,115,116,"[873, 82]","[0.3234877811443229, 0.0, 0.0, 0.676512218855677]",873,82,0.3234877811443229,0.0,0.0,0.676512218855677,0.0
1228933,1287511770,1,1.336066,214.9765,52.906487,3.6106195,58.932255,0.044611659,3.6106195,0.0061732855,0.050393112,0.041703747,0.066907292,0.016729989,0.017349924,1.2253584,0.180937,0.289351,134.136804,1.0,-14.613346,-14.627745,-14.745882,33.407333,30.252804,29.374089,29.337203,29.052136,28.869463,28.434396,29.59024,29.392244,28.041167,27.909363,27.737942,29.173872,28.435545,27.962668,27.762404,27.73429,27.804874,27.842279,27.972854,27.847979,27.746637,27.742847,27.724606,27.769421,27.845664,27.843747,27.885492,27.973072,28.052904,28.129115,27.844726282840412,28.006279526668543,28.404805919780934,28.881339501246764,1.5935584E-8,1.0393955E-8,6.8178885E-9,5.6474909E-9,1.837144E-8,1.7550117E-8,2.741753E-8,1.8194151E-8,1.7023178E-8,607,42,87,88,"[606, 42]","[0.0022704368442523683, 0.0, 0.0, 0.9977295631557477]",606,42,0.0022704368442523683,0.0,0.0,0.9977295631557477,1.0
1250541,1329091624,1,1.289393,214.97751,52.912605,12.707965,88.812706,0.069132686,12.707965,0.093322412,0.26630542,0.16587372,0.18334637,0.42740627,0.45784747,1.8040979,0.165151,0.361143,201.173559,1.230918,-17.301552,-17.304436,-17.347502,31.999862,27.486576,26.596389,26.614024,26.421486,26.243906,25.819143,26.815226,26.626783,25.384528,25.202545,25.038961,26.518969,25.842227,25.274737,25.078446,24.934341,24.838484,24.758683,24.85748,25.195862,25.074729,24.983967,24.889851,24.850522,24.785411,24.744583,24.781086,24.852963,24.928424,25.000282,24.760782596141787,24.888413513416964,25.281849842378712,25.7467856573326,2.80918E-7,1.8673702E-7,1.1996353E-7,3.8378236E-7,1.2498728E-6,1.381726E-6,2.4493498E-6,1.332746E-6,1.7753084E-6,180,644,20,21,"[180, 644]","[0.0036386471275788148, 0.9732325869774425, 0.021120882395067323, 0.0020078834999113387]",180,644,0.0036386471275788148,0.9732325869774425,0.021120882395067323,0.0020078834999113387,0.0
1250786,1329093528,1,1.288317,214.98543,52.908165,4.4115044,62.404807,0.048608018,4.4115044,0.0071502664,0.15767358,0.041665011,0.033747159,0.079820945,0.067465783,2.107922,0.150353,0.245773,123.126466,1.165037,-15.877534,-15.676801,-15.605858,32.03458,28.642023,28.141118,28.297161,28.346927,28.222805,27.91388,28.093751,28.037519,27.629307,27.588073,27.432758,28.345547,27.927687,27.610632,27.484788,27.59364,27.68369,27.715467,27.8754,27.660055,27.613778,27.601924,27.583909,27.649634,27.720192,27.710305,27.78649,27.863394,27.95967,28.043841,27.716224293353484,27.910468280458616,28.306706541021832,28.80334837704497,1.7425736E-8,1.119517E-8,7.1933853E-9,4.2948004E-8,1.298627E-7,1.260925E-7,2.2461064E-7,1.2131662E-7,1.6332705E-7,962,618,124,125,"[962, 619]","[0.18283861007994626, 7.678651334689819e-05, 0.0, 0.8170846034067069]",962,619,0.18283861007994626,7.678651334689819E-5,0.0,0.8170846034067069,1.0
1269734,1356658662,1,1.238095,214.98015,52.910988,4.2050147,60.792956,0.048820329,4.2050147,0.0051657208,0.1045411,0.035292115,0.022211834,0.047828234,0.034742064,1.7715184,0.077633,9.0E-4,9.723443,2.641266,-15.278724,-15.070557,-15.010251,32.183234,29.010604,28.68322,28.821912,28.804854,28.661925,28.311956,28.585756,28.55794,28.092314,28.035947,27.797327,28.842944,28.348278,28.057757,27.850542,27.896886,27.962914,27.971645,28.153905,27.756588,27.933316,27.908826,27.885328,27.946533,27.977224,27.960937,28.063603,28.12732,28.23512,28.328343,27.970754952641087,28.190224741815598,28.577787032838266,29.089099675767578,1.3542149E-8,8.569759E-9,5.6617862E-9,5.0225217E-8,7.3935238E-8,7.2475393E-8,1.2584628E-7,5.7844392E-8,1.0773873E-7,452,623,62,63,"[452, 623]","[0.012746684382920842, 7.376400496295781e-06, 0.0, 0.9872459392165829]",452,623,0.012746684382920842,7.376400496295781E-6,0.0,0.9872459392165829,0.0
